"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"1","1405_i_at","CCL5","6352","C-C motif chemokine ligand 5",1.68964160704803,5.09167991642324,2.51951336791027,0.0179146601530864,0.0606860616602873,-3.40613591905059
"2","1438_at","EPHB3","2049","EPH receptor B3",-0.488430501315399,6.51756337706651,-1.32491132563634,0.196205455637726,0.325546157314701,-5.39448733510487
"3","1552256_a_at","SCARB1","949","scavenger receptor class B member 1",0.0512981922038618,7.37421185231015,0.182168812830657,0.856798846009392,0.908711615982894,-6.22604202314766
"4","1552275_s_at","PXK","54899","PX domain containing serine/threonine kinase like",0.770222442984017,5.66451313126479,3.09124228745513,0.00456020501330622,0.0256450508987471,-2.17908982936768
"5","1552289_a_at","CILP2","148113","cartilage intermediate layer protein 2",-0.443776678968097,5.92053559568745,-0.716800730400553,0.479596995873133,0.613677120980292,-5.98861460827041
"6","1552329_at","RBBP6","5930","RB binding protein 6, ubiquitin ligase",0.882397896716225,5.04285276967166,3.74710523137059,0.000851370653848441,0.0104373692712179,-0.639804667388259
"7","1552417_a_at","NEDD1","121441","NEDD1 gamma-tubulin ring complex targeting factor",0.831466698590312,4.18888943096394,3.54409967934344,0.0014446500227576,0.0137735592889155,-1.12748770137398
"8","1552476_s_at","PLCD3","113026","phospholipase C delta 3",0.495787900037099,5.31207278598842,1.85845216144738,0.0739400330877723,0.161661693495762,-4.62321353730464
"9","1552477_a_at","IRF6","3664","interferon regulatory factor 6",-0.446120969360127,7.00435565698189,-1.03359055760682,0.310415099745652,0.451610546038959,-5.71992974355806
"10","1552487_a_at","BNC1","646","basonuclin 1",0.019010833547588,5.24447957092755,0.043601334970717,0.965540161385912,0.979719286668787,-6.2416467690785
"11","1552496_a_at","COBL","23242","cordon-bleu WH2 repeat protein",-0.166841939727002,5.25987068655671,-0.490723491286663,0.627551142020456,0.736646022888336,-6.12294658472867
"12","1552519_at","ACVR1C","130399","activin A receptor type 1C",-0.0457518483048913,5.09695586361403,-0.108765539367736,0.914185527448632,0.948309433191932,-6.23669221110215
"13","1552532_a_at","ATP6V1C2","245973","ATPase H+ transporting V1 subunit C2",0.216152415928938,5.98272268125487,0.811941437154695,0.42386243586924,0.560997671614917,-5.9176038359443
"14","1552544_at","SERPINA12","145264","serpin family A member 12",0.310462419586578,9.28544021219311,0.554482653698692,0.583771786947356,0.701082117467254,-6.09002703373085
"15","1552584_at","IL12RB1","3594","interleukin 12 receptor subunit beta 1",-0.0572225183854069,4.83356158272572,-0.172658242509221,0.864196251372283,0.914221034379571,-6.2277243936025
"16","1552620_at","SPRR4","163778","small proline rich protein 4",0.251411133728455,7.80113693399632,0.432102840789541,0.66906720471711,0.769091836962877,-6.14973020346133
"17","1552625_a_at","TRNT1","51095","tRNA nucleotidyl transferase 1",0.611038973325623,4.75343747098923,2.24491441815507,0.0330880187723703,0.0919030653567378,-3.94220397151767
"18","1552658_a_at","NAV3","89795","neuron navigator 3",0.682988180829059,5.01437983980761,2.71024921861276,0.0114909608901028,0.0455663574918856,-3.01187695583933
"19","1552667_a_at","SH2D3C","10044","SH2 domain containing 3C",0.00576374276900449,4.78391799594471,0.0191477082796887,0.984862805999581,0.99135541272332,-6.24241263081713
"20","1552685_a_at","GRHL1","29841","grainyhead like transcription factor 1",-0.0332849579511967,7.06088338666363,-0.0876440934283233,0.930800543662513,0.959525432706666,-6.23876208516484
"21","1552701_a_at","CARD16","114769","caspase recruitment domain family member 16",1.44422378926526,5.27174557291819,2.80585306815261,0.00915250190085645,0.0393565384381244,-2.80821971120908
"22","1552733_at","KLHDC1","122773","kelch domain containing 1",0.867192926218533,5.66198733085351,2.5485455812949,0.0167587796083145,0.0583376703549611,-3.34721675945802
"23","1552789_at","SEC62","7095","SEC62 homolog, preprotein translocation factor",0.842423470265079,4.61832531313301,3.552434447945,0.00141382467627577,0.0136354333979636,-1.10763546346393
"24","1552797_s_at","PROM2","150696","prominin 2",-0.590877241723036,8.09575893141516,-1.82584925397177,0.078852217491271,0.168959466875944,-4.67628340244323
"25","1552921_a_at","FIGNL1","63979","fidgetin like 1",0.504597923463786,4.67677498721688,1.45086526719909,0.158233887625826,0.276648779613402,-5.23194895582826
"26","1552978_a_at","SCAMP1","9522","secretory carrier membrane protein 1",0.960102491338591,6.0830916810009,3.37194521563052,0.00224860156147018,0.0169789614911012,-1.53384724027223
"27","1553062_at","MOGAT1","116255","monoacylglycerol O-acyltransferase 1",-0.384083888385528,5.68098532209682,-0.512800119480768,0.612223830847673,0.723706820434887,-6.11199356709812
"28","1553072_at","BNIPL","149428","BCL2 interacting protein like",-0.439904506794671,4.91220885115925,-1.45635967349171,0.156721194996596,0.274670502975271,-5.22457104321371
"29","1553077_at","SDR9C7","121214","short chain dehydrogenase/reductase family 9C member 7",0.284877495016429,5.48609663936776,0.792441515018575,0.434949225971173,0.57227032738523,-5.93284577119924
"30","1553081_at","WFDC12","128488","WAP four-disulfide core domain 12",0.303805480961518,7.0927246520623,0.603493561363318,0.551171921201916,0.674129769772663,-6.06205701940466
"31","1553101_a_at","ALKBH5","54890","alkB homolog 5, RNA demethylase",-0.517208909422471,6.87105040838071,-1.62045417487459,0.116652502619677,0.222539796979445,-4.99349682529435
"32","1553105_s_at","DSG2","1829","desmoglein 2",-0.0103867761576968,5.9253878405484,-0.0305381961721623,0.975860432116771,0.98642084561062,-6.24213015354022
"33","1553113_s_at","CDK8","1024","cyclin dependent kinase 8",0.826464682037849,5.37731835728635,3.74289054420233,0.000860827410190533,0.0104375323485602,-0.650012109006304
"34","1553145_at","TAPT1-AS1","202020","TAPT1 antisense RNA 1 (head to head)",0.307316695440057,5.84564336108097,0.98087865802411,0.335282610824806,0.475719122415151,-5.77095689063536
"35","1553148_a_at","SNX13","23161","sorting nexin 13",0.975308685053931,5.6718729122621,3.49527732658575,0.00163876770598956,0.0144005998414832,-1.24345718456622
"36","1553211_at","ANKFN1","162282","ankyrin repeat and fibronectin type III domain containing 1",0.805733839619799,4.54028863542845,2.5324872161303,0.017389297926149,0.0597083857995205,-3.37985643538138
"37","1553269_at","ZNF718","255403","zinc finger protein 718",0.611692892300478,3.34154321519009,1.77533743179153,0.0870151096249732,0.180857188716803,-4.75706463530765
"38","1553333_at","MAB21L3","126868","mab-21 like 3",0.821744878425377,4.10494569060147,2.40984485548569,0.0229772027804549,0.0718055424560357,-3.62495048975246
"39","1553394_a_at","TFAP2B","7021","transcription factor AP-2 beta",-0.493432036139159,5.31893060319195,-1.18348472774683,0.246840423228539,0.383096336850693,-5.56150751568793
"40","1553407_at","MACF1","23499","microtubule actin crosslinking factor 1",-1.07318463767057,5.75985345155079,-4.71056085593257,6.49772801873109e-05,0.00505079496499352,1.75128572829323
"41","1553454_at","RPTN","126638","repetin",0.313948087275184,4.36966405463129,0.54758497237233,0.588434971056744,0.704319507553099,-6.09377795085311
"42","1553575_at","ND6","4541","NADH dehydrogenase, subunit 6 (complex I)",-0.856535009406823,8.92322390807937,-2.50979737204687,0.0183176662757907,0.0615962057967254,-3.42576289015413
"43","1553589_a_at","PDZK1IP1","10158","PDZK1 interacting protein 1",-0.571971875977012,7.93363288908537,-1.4186069379825,0.167351740024732,0.28820695135843,-5.27478544197589
"44","1553602_at","MUCL1","118430","mucin like 1",-0.263921539699027,12.0694892292639,-0.564945780184342,0.576733062792856,0.69491521008842,-6.08424971937301
"45","1553613_s_at","FOXC1","2296","forkhead box C1",-0.88092349252961,6.8523551593454,-2.21446845179617,0.035345032494687,0.0966714122731346,-3.99912919804722
"46","1553703_at","ZNF791","163049","zinc finger protein 791",0.0516493941496119,8.43244749927866,0.19312542433447,0.848293174394329,0.903460889283149,-6.22399234958848
"47","1553749_at","FAM76B","143684","family with sequence similarity 76 member B",0.46494774226739,4.67364015316566,0.6709827489384,0.507880266186472,0.638331690432597,-6.01978024834452
"48","1553834_at","COL6A5","256076","collagen type VI alpha 5 chain",1.20449540672658,4.55412495211141,1.68224514665712,0.103948983158262,0.205212787103825,-4.90124696677243
"49","1553906_s_at","FGD2","221472","FYVE, RhoGEF and PH domain containing 2",-0.0587591293682586,9.22937364101794,-0.182378409764572,0.856635966536777,0.908711615982894,-6.22600393335816
"50","1553929_at","ACER1","125981","alkaline ceramidase 1",-0.380832660415051,6.34328993730295,-1.1537109023951,0.258638993804973,0.395685497346765,-5.59452162987772
"51","1553946_at","DCD","117159","dermcidin",-0.370644711759278,12.7104237047286,-0.497655283588741,0.622719807221671,0.732679894477749,-6.11955839470234
"52","1553954_at","ALG14","199857","ALG14 UDP-N-acetylglucosaminyltransferase subunit",0.43955056571486,6.57515647235075,1.5304588397093,0.1374320914641,0.248996935827917,-5.12277358307191
"53","1553955_at","PPP1R21","129285","protein phosphatase 1 regulatory subunit 21",0.604169786807852,7.479003487538,2.6459785315272,0.0133659439844846,0.0501247743180226,-3.14658032985297
"54","1553960_at","SNX21","90203","sorting nexin family member 21",0.438413170756552,7.188885260954,1.45446903757164,0.157240404100481,0.275334634576938,-5.22711247307751
"55","1553962_s_at","RHOB","388","ras homolog family member B",-0.238828111964708,5.2060347828675,-0.587338631140536,0.561812479855489,0.682506145749907,-6.07153137081556
"56","1554018_at","GPNMB","10457","glycoprotein nmb",0.778456977979638,6.01830049930673,1.7702062792111,0.0878832804447997,0.182346057821296,-4.76517153031099
"57","1554067_at","C12orf66","144577","chromosome 12 open reading frame 66",0.686776371882059,5.85120142231065,2.32311202355959,0.0278759202600347,0.0817495248151438,-3.79362012472291
"58","1554080_at","CNOT9","9125","CCR4-NOT transcription complex subunit 9",0.967395002564471,4.26307114801284,3.636401687932,0.00113690526911851,0.0124393713176438,-0.906792613328603
"59","1554085_at","DDX51","317781","DEAD-box helicase 51",-0.731168319416306,5.05302564868424,-3.25911571935198,0.00299464698033838,0.0199801578952735,-1.79600039391073
"60","1554106_at","NBEAL1","65065","neurobeachin like 1",0.138873541104268,6.70546944034683,0.421040590946912,0.677028263794335,0.775063677389611,-6.15440847560823
"61","1554179_s_at","LYNX1","66004","Ly6/neurotoxin 1",-0.539736576721589,8.16047723397099,-1.72930481581738,0.0950706836495789,0.192515342095092,-4.82913110896146
"62","1554195_a_at","C5orf46","389336","chromosome 5 open reading frame 46",0.153901853880601,8.57993998910936,0.235697489609753,0.815430101136886,0.880545799643428,-6.21489626160865
"63","1554240_a_at","ITGAL","3683","integrin subunit alpha L",0.512731531838909,4.87576528879177,1.27900235645259,0.211682502633493,0.344173556472457,-5.45053056193949
"64","1554242_a_at","COCH","1690","cochlin",0.570828271202583,7.34146762876835,0.821596344642549,0.418438248822071,0.556593493422607,-5.90992675095107
"65","1554253_a_at","CERS3","204219","ceramide synthase 3",-0.194589543233727,7.74388605021592,-0.522287752715172,0.605690881671061,0.71907789507926,-6.10714127799086
"66","1554345_a_at","GIN1","54826","gypsy retrotransposon integrase 1",0.649858735442363,4.31523071642747,2.45044559366328,0.0209667444497349,0.0677490448459082,-3.54464696941185
"67","1554414_a_at","OSGIN2","734","oxidative stress induced growth inhibitor family member 2",0.704774667795282,5.78362427342839,2.32844012652658,0.027549516747755,0.0811202690078802,-3.78337408867607
"68","1554417_s_at","APH1A","51107","aph-1 homolog A, gamma-secretase subunit",-0.123229395021227,6.19186553289744,-0.391923634498115,0.698163441339383,0.791178700992103,-6.16614959160127
"69","1554450_s_at","MIER3","166968","MIER family member 3",0.953492109253961,5.51128668509431,4.09669457369979,0.000337782266149893,0.00712876046217599,0.216752196531124
"70","1554464_a_at","CRTAP","10491","cartilage associated protein",0.314321153256733,7.8814287504916,1.04069723781226,0.307163255413362,0.44787420673472,-5.71286163154352
"71","1554470_s_at","ZBTB44","29068","zinc finger and BTB domain containing 44",0.478904552461081,5.27570010243075,1.60533160155929,0.11995056960655,0.227198900899527,-5.01564517376661
"72","1554479_a_at","CARD8","22900","caspase recruitment domain family member 8",0.745457196271681,6.84606605676287,1.88303636478376,0.0704127400026856,0.155499938955143,-4.58272110304684
"73","1554519_at","CD80","941","CD80 molecule",0.0776536452289753,3.94063713962528,0.212529439063135,0.833276047350009,0.894093480509109,-6.22006964218327
"74","1554547_at","FAM13C","220965","family with sequence similarity 13 member C",0.774570613751203,5.99939351241312,2.2801129171248,0.0306415348048452,0.0869757465141471,-3.87574169113214
"75","1554574_a_at","CYB5R3","1727","cytochrome b5 reductase 3",0.16702825972449,7.76492464192546,0.53754877822665,0.59525222773355,0.710471423731195,-6.09915358452977
"76","1554593_s_at","SLC1A6","6511","solute carrier family 1 member 6",0.657312932814592,4.91414590971509,1.43847221814809,0.161688730755033,0.280646234662211,-5.2485031860708
"77","1554595_at","SYMPK","8189","symplekin",-0.743619847788222,7.63707244826346,-3.55731780886646,0.00139606216521928,0.0135537607715178,-1.09599676983641
"78","1554609_at","LOC100287896","100287896","uncharacterized LOC100287896",0.430956305773009,4.09582079870026,1.55610330093013,0.131224069658002,0.240601311288609,-5.08655885280565
"79","1554648_a_at","DUOXA1","90527","dual oxidase maturation factor 1",-0.487714970563416,6.6680109722539,-1.01853954087088,0.317381067742149,0.458176904891643,-5.73475157380921
"80","1554678_s_at","HNRNPDL","9987","heterogeneous nuclear ribonucleoprotein D like",-0.119164555647707,8.2218407971796,-0.35727643439241,0.723637420239382,0.810228426441375,-6.17903700926202
"81","1554703_at","ARHGEF10","9639","Rho guanine nucleotide exchange factor 10",-1.0704607198959,6.94589994678598,-3.28253096812346,0.0028224589552437,0.0191093731144285,-1.74188930338427
"82","1554726_at","ZNF655","79027","zinc finger protein 655",0.0643620178810025,4.5947613897867,0.181723889462242,0.857144620892383,0.908711615982894,-6.2261227337119
"83","1554878_a_at","ABCD3","5825","ATP binding cassette subfamily D member 3",0.495030016162844,5.74813346895515,1.11273515809858,0.275543633428037,0.414878234928662,-5.63871172688661
