"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"1","1405_i_at","CCL5","6352","C-C motif chemokine ligand 5",-0.171896048774031,5.09167991642324,-0.264729492702642,0.793210271656768,0.84088957760335,-6.42544613581891
"2","1438_at","EPHB3","2049","EPH receptor B3",0.515646761292736,6.51756337706651,1.44461024977698,0.159970170688215,0.228321884819286,-5.44442872106501
"3","1552256_a_at","SCARB1","949","scavenger receptor class B member 1",0.496935302486756,7.37421185231015,1.82257823533688,0.0793601886394679,0.126674934018189,-4.87733456334914
"4","1552275_s_at","PXK","54899","PX domain containing serine/threonine kinase like",1.15623228921988,5.66451313126479,4.79265681642106,5.20643703311878e-05,0.000729301279505777,1.89183249426577
"5","1552289_a_at","CILP2","148113","cartilage intermediate layer protein 2",0.281157088188905,5.92053559568745,0.469026479544775,0.642782105484514,0.711631461822627,-6.35001574381897
"6","1552329_at","RBBP6","5930","RB binding protein 6, ubiquitin ligase",1.06079167575826,5.04285276967166,4.65238760877879,7.60174829879895e-05,0.000870402704781595,1.53035183603885
"7","1552417_a_at","NEDD1","121441","NEDD1 gamma-tubulin ring complex targeting factor",0.627932784997707,4.18888943096394,2.76432173640586,0.0101072877932572,0.023547879736346,-3.06392464600192
"8","1552476_s_at","PLCD3","113026","phospholipase C delta 3",0.61444108347891,5.31207278598842,2.37875695504078,0.0246344338054813,0.0486706165745585,-3.86590711094792
"9","1552477_a_at","IRF6","3664","interferon regulatory factor 6",0.291341594183925,7.00435565698189,0.69712835897847,0.491628387019479,0.580843513760865,-6.21719799437837
"10","1552487_a_at","BNC1","646","basonuclin 1",0.0739901157174616,5.24447957092755,0.175261569097869,0.862170081299166,0.896102594286625,-6.445324566936
"11","1552496_a_at","COBL","23242","cordon-bleu WH2 repeat protein",0.719971520034609,5.25987068655671,2.18706301940428,0.0374942301886146,0.0682254318439293,-4.23583865476509
"12","1552519_at","ACVR1C","130399","activin A receptor type 1C",0.748587700596495,5.09695586361403,1.8379755227837,0.0769933674789221,0.123404685593798,-4.85201561139636
"13","1552532_a_at","ATP6V1C2","245973","ATPase H+ transporting V1 subunit C2",0.24992009937348,5.98272268125487,0.969572208957828,0.340788576772454,0.432219658345552,-5.99345693369195
"14","1552544_at","SERPINA12","145264","serpin family A member 12",1.53749259015137,9.28544021219311,2.83600060852699,0.00851334232424057,0.020591243154351,-2.9072997436212
"15","1552584_at","IL12RB1","3594","interleukin 12 receptor subunit beta 1",-1.21086229085801,4.83356158272572,-3.77337062990326,0.000794686324551136,0.0034916357326097,-0.699125025030509
"16","1552620_at","SPRR4","163778","small proline rich protein 4",0.414373689661094,7.80113693399632,0.73554483337937,0.468292742062493,0.559334262600808,-6.18987976582478
"17","1552625_a_at","TRNT1","51095","tRNA nucleotidyl transferase 1",0.331804576681316,4.75343747098923,1.25900545497263,0.218708545350785,0.299447856338045,-5.68190286065505
"18","1552658_a_at","NAV3","89795","neuron navigator 3",1.38917435811788,5.01437983980761,5.69334051931844,4.61312560823436e-06,0.00022590879192169,4.2112962430552
"19","1552667_a_at","SH2D3C","10044","SH2 domain containing 3C",0.135592603478861,4.78391799594471,0.465224495164559,0.645467696897493,0.713977864726086,-6.35179820026845
"20","1552685_a_at","GRHL1","29841","grainyhead like transcription factor 1",0.457916288227115,7.06088338666363,1.24530317133517,0.223624120841395,0.305101451318366,-5.69829651328065
"21","1552701_a_at","CARD16","114769","caspase recruitment domain family member 16",0.583760303203207,5.27174557291819,1.17133022815943,0.251607993417934,0.337759367876801,-5.78402583293984
"22","1552733_at","KLHDC1","122773","kelch domain containing 1",1.52472254767382,5.66198733085351,4.62787759256996,8.1211520259691e-05,0.000891682084721841,1.46726431837525
"23","1552789_at","SEC62","7095","SEC62 homolog, preprotein translocation factor",0.968105451747071,4.61832531313301,4.2163110479451,0.000245442314799658,0.00169590552856092,0.413708700587502
"24","1552797_s_at","PROM2","150696","prominin 2",0.134312474128297,8.09575893141516,0.428645596343742,0.671551083937929,0.737332099996281,-6.36821708816803
"25","1552921_a_at","FIGNL1","63979","fidgetin like 1",0.593455659572744,4.67677498721688,1.76231794231066,0.0892323324198941,0.139909196371136,-4.97482312087516
"26","1552978_a_at","SCAMP1","9522","secretory carrier membrane protein 1",1.11302710937896,6.0830916810009,4.03722559102461,0.000395704872512047,0.00224031021303996,-0.0396410180236657
"27","1553062_at","MOGAT1","116255","monoacylglycerol O-acyltransferase 1",0.0138296794904038,5.68098532209682,0.0190699039246063,0.984924306378665,0.98864839828338,-6.46067215498577
"28","1553072_at","BNIPL","149428","BCL2 interacting protein like",0.534388246052182,4.91220885115925,1.82718067166308,0.0786462565581763,0.125654646208249,-4.86978372819838
"29","1553077_at","SDR9C7","121214","short chain dehydrogenase/reductase family 9C member 7",0.200790881502236,5.48609663936776,0.576856015578031,0.568772601631086,0.650246827431368,-6.29354476535311
"30","1553081_at","WFDC12","128488","WAP four-disulfide core domain 12",-0.453282986747267,7.0927246520623,-0.929952608386819,0.360562274960504,0.454328282513311,-6.03028273052172
"31","1553101_a_at","ALKBH5","54890","alkB homolog 5, RNA demethylase",0.278828346758371,6.87105040838071,0.902239927082175,0.374836713237088,0.468220995930626,-6.05518529006997
"32","1553105_s_at","DSG2","1829","desmoglein 2",1.0622046842644,5.9253878405484,3.22541188819999,0.0032603423026812,0.00971936558789833,-2.02197302377227
